OBJECTID,PUBLIC_NAME,PARENT_NAME,OFFICIAL_NAME,LABEL,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,BLD_CLASSIFICATION,BLD_TYPE,HISTORIC,BLD_ACCESS,FLOOR_COUNT,INTERIOR_SQUARE_FOOTAGE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
594,Thomas P Stokley Playground Building,Thomas P Stokley Recreation Center,,, ,886,3000 EDGEMONT ST,19134,3000 EDGEMONT ST,"Edgemont & Indiana;3001 THOMPSON ST",BUILDING,OPERATIONS,N,STAFF_ONLY,1,535,5,2,1,24,N,Non-Programmable Building most likely storage and restroom.,56.30078125,31.1565217960641
595,Pool Building,Charles A Baker Playground, , , ,0,5433 LANSDOWNE AVE,19131,5431-43 LANSDOWNE AVE,"5431-43 LANSDOWNE AVE, Conestoga & Lansdowne;1600 N CONESTOGA ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,8,8,4,19,N, ,33.1171875,24.8536366015524
596,Marie Winchester Recreation Center,Marie Winchester Playground,Marie Winchester Recreation Center,Winchester Rec Center, ,630,2326 N 15TH ST,19132,2316-36 N 15TH ST,"2330 N 15th St, 2316-36 N 15TH ST, 2322 N 15TH ST",BUILDING,RECREATION_BUILDING, ,PUBLIC,0,1705,6,6,5,22,Y, ,587.05078125,136.134774482239
597,Ramblers Recreation Center,Ramblers Recreation Center, ,Rambers Rec Center,Harrowgate PAL Center,689,851 E TIOGA ST,19134,851 E TIOGA ST, ,BUILDING,RECREATION_BUILDING,N,PUBLIC,1,2500,5,3,7,24,Y, ,2018.30859375,192.795586184435
598,OConnor Pool Restrooms,OConnor Pool, , ,Joseph O'Connor Memorial Pool,3593,577 S TANEY ST,19146,2601-13 SOUTH ST,"2601-13 SOUTH ST, 26th & South",BUILDING,COMFORT_STATION,N,PUBLIC,1,0,7,7,2,17,N, ,105.6875,42.0287590230595
599,OConnor Pool Building,OConnor Pool, , ,Joseph O'Connor Memorial Pool,3594,577 S TANEY ST,19146,2601-13 SOUTH ST,"2601-13 SOUTH ST, 26th & South",BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,7,7,2,17,N, ,55.50390625,31.3416473198095
600,Gazebo,Northeast Lions Park, , ,"Barnes & Loney Park, Fox Chase Park",3595,7966 OXFORD AVE,19111,7966 OXFORD AVE,Oxford Ave & Loney St,STRUCTURE,OTHER,N,PUBLIC,0,0,1,1,10,2,N, ,21.53515625,16.9086618255794
601,Pool Building,Lederer Pool, , ,"Fishtown Pool;Swimmo",0,618 MOYER ST,19125,1219-25 E MONTGOMERY AVE,"1219-25 E MONTGOMERY AVE;Montgomery & Moyer;600 MOYER ST",STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,5,2,5,26,N, ,31.61328125,24.5643327181682
602,Shed,Ned Wolf Park, , ,,0,7018 MC CALLUM ST,19119,7018 MC CALLUM ST,Mc Callum St & W Ellet St,STRUCTURE,OPERATIONS,N,STAFF_ONLY,0,0,4,4,8,14,N, ,14.7265625,15.3540432993879
603,Sun Shade,Montgomery and Croskey Play Lot, , , ,0,2235 W MONTGOMERY AVE,19121,2225-37 W MONTGOMERY AVE,2225-37 W MONTGOMERY AVE,STRUCTURE,OTHER,N,PUBLIC,0,0,6,6,5,22,N,Sun Shade,51.74609375,30.9526225862519
604,District Office (Cobbs Creek Park),Samuel Rose Recreation Center, ,District Office (Cobbs),"Wynne-Brook Community Ambulance;Rose Ambulance Office",1272,7050 HAVERFORD AVE,19151, , ,BUILDING,OPERATIONS,N,STAFF_ONLY,0,1024,8,8,4,19,N,Located in Cobbs Creek Park. PPR District Office (opening Feb 2020),571.55859375,106.373964094273
605,Pavilion,Samuel Rose Recreation Center, , , ,3600,1225 N 75TH ST,19151, ,"7500 LANSDOWNE AVE, 75th & Lansdowne;7401 LANSDOWNE AVE",STRUCTURE,OTHER,N,PUBLIC,0,0,8,8,4,19,N,Located in Cobbs Creek Park,38.69921875,24.8889913761263
606,Bristol Street Warehouse,Bristol Street Warehouse, , , ,999999,1632 E BRISTOL ST,19124,1610-32 E BRISTOL ST,1610-32 E BRISTOL ST,BUILDING,OFFICE,N,STAFF_ONLY,0,0,3,3,7,24,N, ,2900.93359375,229.448364048328
607,Picnic Shelter,Haddington-Marshall L Shepard Sr Recreation Center, , , ,0,5700 HAVERFORD AVE,19131,5700 HAVERFORD AVE,57th & Haverford,STRUCTURE,OTHER,N,PUBLIC,0,0,8,8,4,19,N, ,360.7734375,93.2880770043566
608,Undine Boat Shelter,Boathouse Row, , , ,3604,900 KELLY DR,19130,2500 SPRING GARDEN ST,"13 JOHN B KELLY DR;2500 SPRING GARDEN ST",STRUCTURE,OTHER,N,CONDITIONAL,0,0,7,5,5,9,N,Located in East Fairmount Park. ,97.921875,57.7057488794839
609,Bachelors Boat Shelter 3,Boathouse Row, , , ,3605,858 KELLY DR,19130,2500 SPRING GARDEN ST,"6 JOHN B KELLY DR;2500 SPRING GARDEN ST",STRUCTURE,OTHER,N,CONDITIONAL,0,0,7,5,5,9,N,Located in East Fairmount Park,78.09765625,55.3336781148217
610,Fairmount Boat Shelter 1,Boathouse Row, , , ,3606,830 KELLY DR,19130,2500 SPRING GARDEN ST,"3 JOHN B KELLY DR;2500 SPRING GARDEN ST",STRUCTURE,OTHER,N,CONDITIONAL,0,0,7,5,5,9,N,Located in East Fairmount Park,82.93359375,57.6379520782927
611,Fairmount Boat Shelter 2,Boathouse Row, , , ,3607,830 KELLY DR,19130,2500 SPRING GARDEN ST,"3 JOHN B KELLY DR;2500 SPRING GARDEN ST",STRUCTURE,OTHER,N,CONDITIONAL,0,0,7,5,5,9,N,Located in East Fairmount Park,64.18359375,48.8608136265432
612,Fairmount Boat Shelter 3,Boathouse Row, , , ,3608,830 KELLY DR,19130,2500 SPRING GARDEN ST,"3 JOHN B KELLY DR;2500 SPRING GARDEN ST",STRUCTURE,OTHER,N,CONDITIONAL,0,0,7,5,5,9,N,Located in East Fairmount Park,78.8203125,75.2442460357863
613,Wheel Fun Rental Office,Lloyd Hall Recreation Center, , , ,0,820 KELLY DR,19130,N/A,"1 JOHN B KELLY DR, 790 WATER WORKS DR",BUILDING,CONCESSIONS,N,CONDITIONAL,0,0,7,5,5,9,N,Located in East Fairmount Park,20.671875,19.5397558883129
614,Cafe Building,Cret Park, ,Cafe,Cafe Cret,3614,110 N 16TH ST,19103,110 N 16TH ST, ,BUILDING,CONCESSIONS,N,PUBLIC,1,0,7,5,5,9,N,Located on Benjamin Franklin Parkway,265.34375,68.0024316523074
615,Pennypack Nature Blind,Pennypack Environmental Center, , ,Verree Rd Interpretive Center,1595,8600 VERREE RD,19115, , ,STRUCTURE,OTHER,Y,PUBLIC,0,0,1,1,10,7,N,Located in the Pennypack Park,24.32421875,23.417315232913
616,Wissahickon Environmental Center Restrooms,Wissahickon Environmental Center, , ,Andorra Nature Center,3615,300 W NORTHWESTERN AVE,19128,9001 LYKENS LN,9001 LYKENS LN,STRUCTURE,COMFORT_STATION,N,PUBLIC,0,0,4,4,4,5,N,"Located within Andorra Natural Area; which is nested within Wissahickon Valley Park.",32.609375,24.9507439917633
617,Stone Quay,Cobbs Creek Park, , ,Cobbs Stone Quay with Fire Pit,0,104 COBBS CREEK PKWY,19139, ,CHESTNUT ST & COBBS CREEK PKWY,STRUCTURE,OTHER, ,STAFF_ONLY,0,0,8,8,3,18,N,"Located along Cobbs Creek, north of Laura Sims Skate House. ",83.84375,74.9107017382033
618,Convent Lane Residence Shed,Joseph C Fluehr Memorial Park, , ,"Convent Lane House;Eden Hallmount Park",3619,4763 CONVENT LN,19114,4800 GRANT AVE,"4725 CONVENT LA;4200 Grant Ave;4800 GRANT AVE",STRUCTURE,RESIDENTIAL,N,STAFF_ONLY,0,0,1,1,6,8,N, ,27.8125,21.380272215273
619,District Office West Garage,Wissahickon Valley Park, , ,Wissahickon Park - Maintenance Center,3620,7279 HENRY AVE,19128,900 WISES MILL RD,7301 HENRY AVE,BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,4,4,4,5,N, ,269.08203125,67.3895078894447
620,District Office East Garage,Wissahickon Valley Park, , ,Wissahickon Park - Maintenance Center,3621,7279 HENRY AVE,19128,900 WISES MILL RD,7301 HENRY AVE,BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,4,4,4,5,N, ,260.66796875,66.3179625228463
621,Concession Stand,Olney Recreation Center, , , ,3623,199 E SPENCER AVE,19120,100 E GODFREY AVE,"100 E GODFREY AVE;A & Champlost;6000 A ST;6059 A ST",BUILDING,CONCESSIONS,N,CONDITIONAL,0,0,3,3,9,35,N,Concession Stand between Ball Diamonds,111.40234375,43.0158780120991
622,Gazebo,Susan Gorgas Park, , , ,0,6424 RIDGE AVE,19128,6300 RIDGE AVE,"6300 RIDGE AVE, Ridge & Hermitage",STRUCTURE,OTHER,N,PUBLIC,0,0,4,4,4,5,N, ,118.43359375,39.6257038639227
623,Nursery Garage,West Fairmount Park, , , ,0,3850 FORD RD,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,7,5,4,16,N,Located on the Greenland Nursery Complex.,221.9140625,62.3996645731661
624,Belmont Cottage and Reception Hall,West Fairmount Park, , , ,3629,2032 BELMONT MANSION DR,19131, ,2000 BELMONT MANSION DR,BUILDING,CONCESSIONS,Y,PUBLIC,3,4860,7,5,4,16,N,Dining Pavilion built in 1876. Renoated in 2000.,1346.05859375,228.071724338459
625,Concession Stand,Mann Center for the Performing Arts, , ,"The Mann Center;Robin Hood Dell West;Craft Beer Vendor",3632,5396 N GEORGES HILL DR,19131, ,"5038 AVENUE OF THE REPUBLIC;5201 PARKSIDE AVE",STRUCTURE,CONCESSIONS,N,CONDITIONAL,0,0,7,5,4,19,N,Located in West Fairmount Park,52.40625,29.7150291932915
626,Torresdale Fish Hatchery Residence,Fish Hatchery at Pleasant Hill Park, , ,"Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch",0,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,"Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE",BUILDING,VACANT, ,STAFF_ONLY,0,0,1,1,6,8,N,Located in the Pleasant Hill Park. Currently unoccupied and boarded up. Former PWD Building.,395.02734375,88.6862751985907
627,Torresdale Fish Hatchery Garage,Fish Hatchery at Pleasant Hill Park, , ,"Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch",0,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,"Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE",BUILDING,VACANT, ,STAFF_ONLY,0,0,1,1,6,8,N,Located in the Pleasant Hill Park. Currently unoccupied and boarded up. Former PWD Building.,230.19140625,63.814776395045
628,Torresdale Fish Hatchery Administration Building,Fish Hatchery at Pleasant Hill Park, , ,"Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch",0,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,"Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE",BUILDING,VACANT,,STAFF_ONLY,0,0,1,1,6,8,N,Located in the Pleasant Hill Park. Currently unoccupied and boarded up. Former PWD Building.,225.94140625,63.8285553688589
629,Restrooms,Fish Hatchery at Pleasant Hill Park, , ,"Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch",99999,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,"Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE",BUILDING,COMFORT_STATION,N,PUBLIC,1,1200,1,1,6,8,N,Located in the Pleasant Hill Park.,260.6484375,97.1492973054584
630,Boardwalk Shelter,Fish Hatchery at Pleasant Hill Park, , ,"Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch",0,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,"Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE",STRUCTURE,OTHER,N,PUBLIC,0,0,1,1,6,8,N,Located in the Pleasant Hill Park. Shade Shelter on Boardwalk,66.625,33.3220040794479
631,Boardwalk Shelter,Fish Hatchery at Pleasant Hill Park, , ,"Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch",0,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,"Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE",STRUCTURE,OTHER,N,PUBLIC,0,0,1,1,6,8,N,Located in the Pleasant Hill Park. Shade Shelter on Boardwalk,112.078125,42.5613322301147
632,Storage Shed,Norris Square, , , ,942,2100 N HOWARD ST,19122,2100-60 N HOWARD ST,"2100-60 N HOWARD ST, Diamond & Hancock",STRUCTURE,OPERATIONS,N,STAFF_ONLY,1,860,6,6,7,26,N, ,18.5625,17.3195754010784
633,Shelter,Fairhill Square, , , ,0,2649 N LAWRENCE ST,19133,2601-61 N LAWRENCE ST,2601-61 N LAWRENCE ST,STRUCTURE,OTHER,N,PUBLIC,0,0,6,6,7,26,Y,Slatted Shelter,143.76953125,59.3222784718345
634,Saul CSA Greenhouse 2,Saul High School Farm, , , ,3644,7107 HENRY AVE,19128,900 WISES MILL RD, ,STRUCTURE,GREENHOUSE,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,101.39453125,43.3930859569341
635,Saul CSA Greenhouse 1,Saul High School Farm, , , ,3645,7107 HENRY AVE,19128,900 WISES MILL RD, ,STRUCTURE,GREENHOUSE,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,224.13671875,62.0040145877574
636,Saul Orchard Shed,Saul High School Farm, , , ,3646,7107 HENRY AVE,19128,900 WISES MILL RD, ,STRUCTURE,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,50.1640625,28.5612413417696
637,Saul CSA Hoop House,Saul High School Farm, , , ,3647,7107 HENRY AVE,19128,900 WISES MILL RD, ,STRUCTURE,GREENHOUSE,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,136.76953125,49.1352988307458
638,Saul CSA Wash Station,Saul High School Farm, , , ,3648,7107 HENRY AVE,19128,900 WISES MILL RD, ,STRUCTURE,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,63.5546875,34.7790876163892
639,Saul Creamery,Saul High School Farm, , , ,3649,7107 HENRY AVE,19128,900 WISES MILL RD, ,BUILDING,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,241.84765625,64.83817263297
640,Saul Red Shed,Saul High School Farm, , , ,3650,7107 HENRY AVE,19128,900 WISES MILL RD, ,BUILDING,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,234.2265625,62.4903055238957
641,Saul Meat Lab Building,Saul High School Farm, , , ,622,7107 HENRY AVE,19128,900 WISES MILL RD, ,BUILDING,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,318.234375,74.2275396477228
642,Saul Dairy Barn,Saul High School Farm, , , ,3651,7107 HENRY AVE,19128,900 WISES MILL RD, ,BUILDING,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,837.76171875,136.182790323793
643,Saul Sheep Barn,Saul High School Farm, , , ,3654,7107 HENRY AVE,19128,900 WISES MILL RD, ,BUILDING,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,326.25,86.0009525783217
644,Saul Sheep Pavillion,Saul High School Farm, , , ,3655,7107 HENRY AVE,19128,900 WISES MILL RD, ,STRUCTURE,FARM,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park.,46.93359375,28.9146527924911
645,Saul Horse Barn,Saul High School Farm, , , ,3656,7107 HENRY AVE,19128,900 WISES MILL RD, ,BUILDING,EQUESTRIAN,N,CONDITIONAL,1,0,4,4,4,5,N,Located in Wissahickon Valley Park,529.91015625,107.211717078433
646,Charles M Finley Recreation Center,Charles M Finley Playground,Charles M. Finley Playground,Finley Rec Center,Whitehall Commons,1158,1006 E HORTTER ST,19150,7701 MANSFIELD AVE,"7701 MANSFIELD AVE;Upsal & Mansfield;1001 E UPSAL ST;1037 E UPSAL ST",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,18905,4,4,9,14,Y, ,2751.578125,244.7662433802
647,Van R Thomas Memorial Picnic Gazebo,29th and Chalmers Playground,Van R. Thomas Memorial Picnic Area, ,29th & Chalmers Gazebo,0,2800 CHALMERS AVE,19132,3001 W LEHIGH AVE,"3001 W LEHIGH AVE;2900 N 29TH ST",STRUCTURE,OTHER,N,PUBLIC,0,0,6,6,4,39,N,Land is owned by School District-PPR leases,155.55859375,45.4117204238732
648,Van R Thomas Memorial Picnic Shelter,29th and Chalmers Playground,Van R. Thomas Memorial Picnic Area, ,29th & Chalmers Picnic Shelter,0,2800 CHALMERS AVE,19132,3001 W LEHIGH AVE,"3001 W LEHIGH AVE;2900 N 29TH ST",STRUCTURE,OTHER,N,PUBLIC,0,0,6,6,4,39,N,Land is owned by School District-PPR leases,41.41796875,25.7461397001078
649,Parkwood Center,Parkwood, ,Parkwood Center,Parkwood Youth Organization Recreation Center,367,3359 MECHANICSVILLE RD,19154,3102 MECHANICSVILLE RD,"3301 MECHANICSVILLE RD;3102 MECHANICSVILLE RD;Dunksferry & Mechanicsville",BUILDING,CONCESSIONS,N,PUBLIC,0,34350,1,1,10,8,N, ,2072.0234375,206.281938535541
650,Lansdowne and Girard Communications Building,West Fairmount Park, , , ,3664,3491 W GIRARD AVE,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,BUILDING,OPERATIONS,N,STAFF_ONLY,1,0,7,5,4,16,N,,61.14453125,32.121767605753
651,Belmont Pumping Station,West Fairmount Park, ,, ,174,1740 MARTIN LUTHER KING DR,19131,3401 W GIRARD AVE,3401 W GIRARD AVE,BUILDING,OFFICE,Y,STAFF_ONLY,1,0,7,5,4,16,N,PWD utilizing the building.,2203.85546875,207.795211930547
652,Pleasant Recreation Center,Pleasant Playground,Pleasant Recreation Center,Pleasant Rec Center, ,99999,305 SLOCUM ST,19119,6757 CHEW AVE,"6757 CHEW AVE;6750 BOYER ST;332 PLEASANT ST;Boyer & Pleasant",BUILDING,RECREATION_BUILDING,N,PUBLIC,0,0,4,4,8,14,Y,"Newly built in 2013, old building (720 sq ft) off Boyer St demolished 2014 ",695.82421875,110.627336055443
653,Al Pearlman Sports Center,Al Pearlman Sports Center, ,Pearlman Sports Center, ,1806,600 PORT ROYAL AVE,19128,600 PORT ROYAL AVE,Harner & Port Royal,BUILDING,CONCESSIONS,N,PUBLIC,1,0,4,4,4,5,N,PWD owned land. PPR utilizes the land and buildings.,866.625,122.609968256867
654,Mummers Museum,Mummers Museum,Mummers Museum,Mummers Museum, ,161,200 WASHINGTON AVE,19147,"200-10 WASHINGTON AVE, 212-22 WASHINGTON AVE",200-10 WASHINGTON AVE,BUILDING,MUSEUM,N,CONDITIONAL,0,20797,10,7,1,3,N, ,1006.03125,137.093816047444
655,Zoo Building,Philadelphia Zoo, , ,Zoo Gate House West,3669,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,2,0,7,5,3,16,N,Located within West Fairmount Park,92.3046875,38.4636220239551
656,Zoo Building,Philadelphia Zoo, , ,Zoo Gate House East,3670,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,2,0,7,5,3,16,N,Located within West Fairmount Park,92.66796875,38.5842239436456
657,Zoo Building,Philadelphia Zoo, , ,Zoo Admissions Building,1759,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,1,0,7,5,3,16,N,Located within West Fairmount Park,168.8515625,56.8058591750398
658,Zoo Building,Philadelphia Zoo, , ,Zoo Comfort Station 1,3671,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,PUBLIC,1,0,7,5,3,16,N,Located within West Fairmount Park,153.50390625,50.4704255315799
659,Zoo Building,Philadelphia Zoo, , ,ZooShop,3672,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,4,0,7,5,3,16,N,Located within West Fairmount Park,632.26171875,129.338847696627
660,Zoo Structure,Philadelphia Zoo, , ,Zoo Ticket Gate Structure,3674,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,STRUCTURE,ZOO,N,CONDITIONAL,1,0,7,5,3,16,N,Located within West Fairmount Park,50.12890625,36.7500831581599
661,Zoo Building,Philadelphia Zoo, , ,Zoo Rare Animal Conservation Center,1749,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,2839.34375,316.791451041043
662,Zoo Building,Philadelphia Zoo, , ,Zoo Catherwood Building,3072,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,140.94921875,48.6654106612034
663,Zoo Building,Philadelphia Zoo, , ,Zoo Penrose Lab Animal Hospital,3058,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,2381.890625,270.055464179967
664,Zoo Building,Philadelphia Zoo, , ,Zoo Support Building 1,3675,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,1555.8984375,293.676033741257
665,Zoo Building,Philadelphia Zoo, , ,Zoo Comfort Station 2,3676,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,PUBLIC,0,0,7,5,3,16,N,Located within West Fairmount Park,206.80078125,57.834238803694
666,Zoo Building,Philadelphia Zoo, , ,Zoo Faris Family Education Center,3677,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,2885.95703125,303.794507173883
667,Zoo Structure,Philadelphia Zoo, , ,Zoo Pigeon Coop,3678,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,STRUCTURE,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,69.67578125,42.1536306241465
668,Zoo Building,Philadelphia Zoo, , ,Zoo Big Cat Falls,3679,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,3181.234375,425.375063750351
669,Zoo Building,Philadelphia Zoo, , ,Zoo Independence Schoolhouse,1757,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,485.98828125,94.8564574519119
670,Zoo Structure,Philadelphia Zoo, , ,Zoo Support Shed 1,3680,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,STRUCTURE,ZOO,N,PUBLIC,0,0,7,5,3,16,N,Located within West Fairmount Park,77.609375,35.6108629559405
671,Zoo Building,Philadelphia Zoo, , ,Zoo Support Building 2,3681,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,353.35546875,91.9774978406047
672,Zoo Building,Philadelphia Zoo, , ,Zoo Tiger Terrace and Grrrille,3682,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,844.953125,127.833311425101
673,Zoo Building,Philadelphia Zoo, , ,Zoo Trading Post,3683,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,366.93359375,83.4112807751939
674,Zoo Building,Philadelphia Zoo, , ,Zoo Comfort Station 3,3684,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,PUBLIC,0,0,7,5,3,16,N,Located within West Fairmount Park,192.18359375,56.4032041136056
675,Zoo Building,Philadelphia Zoo, , ,Zoo PECO Primate Conservation Center,1750,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,2775.85546875,301.023468493962
676,Zoo Building,Philadelphia Zoo, , ,Zoo McNeil Avian Center,1746,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,2215.0234375,207.405548420216
677,Zoo Structure,Philadelphia Zoo, , ,Zoo Lorikeet Encounter,3685,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,STRUCTURE,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,81.4140625,48.1544441018353
678,Zoo Structure,Philadelphia Zoo, , ,Zoo Condor Enclosure,3686,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,STRUCTURE,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,113.625,45.4806002243939
679,Zoo Building,Philadelphia Zoo, , ,Zoo Comfort Station 4,3687,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,275.8359375,67.133367958009
680,Zoo Building,Philadelphia Zoo, , ,Zoo Support Building 5,3689,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,505.3984375,125.57002007909
681,Zoo Building,Philadelphia Zoo, , ,Zoo Support Building 3,3691,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,1055.5078125,278.724805610948
682,Zoo Building,Philadelphia Zoo, , ,Zoo Dairy Barn,3694,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,221.0703125,63.815621627474
683,Zoo Building,Philadelphia Zoo, , ,Zoo Monkey Junction,1755,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,1365.5625,284.090545157755
684,Zoo Building,Philadelphia Zoo, , ,Zoo Support Building 6,3695,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,158.7421875,52.3072775878271
685,Zoo Building,Philadelphia Zoo, , ,Zoo Carnivore Kingdom,1747,3400 W GIRARD AVE,19104,3400 W GIRARD AVE, ,BUILDING,ZOO,N,CONDITIONAL,0,0,7,5,3,16,N,Located within West Fairmount Park,986.59765625,253.013066695025
